,program_quality,resources_teaching,digital_assessment
0,0.3662019023323032,0.3662019023323032,0.3662019023323032
1,0.3662019023323032,0.3662019023323032,0.3662019023323032
2,0.3662019023323032,0.3662019023323032,0.3662019023323032
3,0.3662019023323032,0.3662019023323032,0.3662019023323032
4,0.3662019023323032,0.3662019023323032,0.3662019023323032
5,0.3662019023323032,0.3662019023323032,0.3662019023323032
6,0.3662019023323032,0.3662019023323032,0.3662019023323032
7,0.3662019023323032,0.3662019023323032,0.3662019023323032
8,0.3662019023323032,0.3662019023323032,0.3662019023323032
9,0.3662019023323032,0.3662019023323032,0.3662019023323032
10,0.3662019023323032,0.3662019023323032,0.3662019023323032
11,0.3662019023323032,0.3662019023323032,0.3662019023323032
12,0.3662019023323032,0.3662019023323032,0.3662019023323032
13,0.3662019023323032,0.3662019023323032,0.3662019023323032
14,0.3662019023323032,0.3662019023323032,0.3662019023323032
15,0.3662019023323032,0.3662019023323032,0.3662019023323032
16,0.3662019023323032,0.3662019023323032,0.3662019023323032
17,0.3662019023323032,0.3662019023323032,0.3662019023323032
18,0.3662019023323032,0.3662019023323032,0.3662019023323032
19,0.3662019023323032,0.3662019023323032,0.3662019023323032
20,0.3662019023323032,0.3662019023323032,0.3662019023323032
21,0.3662019023323032,0.3662019023323032,0.3662019023323032
22,0.3662019023323032,0.3662019023323032,0.3662019023323032
23,0.3662019023323032,0.3662019023323032,0.3662019023323032
24,0.3662019023323032,0.3662019023323032,0.3662019023323032
25,0.3662019023323032,0.3662019023323032,0.3662019023323032
26,0.3662019023323032,0.3662019023323032,0.3662019023323032
27,0.3662019023323032,0.3662019023323032,0.3662019023323032
28,0.3662019023323032,0.3662019023323032,0.3662019023323032
29,0.3662019023323032,0.3662019023323032,0.3662019023323032
30,0.3662019023323032,0.3662019023323032,0.3662019023323032
31,0.3662019023323032,0.3662019023323032,0.3662019023323032
32,0.3662019023323032,0.3662019023323032,0.3662019023323032
33,0.3662019023323032,0.3662019023323032,0.3662019023323032
34,0.3662019023323032,0.3662019023323032,0.3662019023323032
35,0.3662019023323032,0.3662019023323032,0.3662019023323032
36,0.3662019023323032,0.3662019023323032,0.3662019023323032
37,0.3662019023323032,0.3662019023323032,0.3662019023323032
38,0.3662019023323032,0.3662019023323032,0.3662019023323032
39,0.3662019023323032,0.3662019023323032,0.3662019023323032
40,0.3662019023323032,0.3662019023323032,0.3662019023323032
41,0.3662019023323032,0.3662019023323032,0.3662019023323032
42,0.3662019023323032,0.3662019023323032,0.3662019023323032
43,0.3662019023323032,0.3662019023323032,0.3662019023323032
44,0.3662019023323032,0.3662019023323032,0.3662019023323032
45,0.3662019023323032,0.3662019023323032,0.3662019023323032
46,0.3662019023323032,0.3662019023323032,0.3662019023323032
47,0.3662019023323032,0.3662019023323032,0.3662019023323032
48,0.3662019023323032,0.3662019023323032,0.3662019023323032
