,program_quality,resources_teaching,digital_assessment
0,1.0126827534106866,1.014166465545333,0.8687903148559573
1,0.5935572025407324,0.03524248323590098,0.1710523242529233
2,0.31372330372760604,-0.3845980722117517,0.7301130987686696
3,0.7335222454088007,1.1535579239930012,1.1495482969805495
4,1.0126827534106866,0.4549344516500127,0.7295133495339753
5,-0.6639349073168099,-0.663686093858094,-0.38901300327406274
6,0.5928838117294919,0.035093896202360066,0.31092903880959966
7,0.8726888462306983,1.0134076690097793,1.1495482969805495
8,-1.0834260179043043,-0.24490150901307717,-1.0870021321299066
9,-0.10512328036056771,0.1750876334681163,0.5916870209341919
10,-0.6637521274580398,-0.6635295761406282,-0.24728084821864244
11,-2.341197094543627,-2.061386730328618,-2.0660003813631524
12,0.872198235278228,1.0137127737607858,0.7292622112811653
13,0.872198235278228,0.8735625187775637,0.31203106454991375
14,-1.0833971535923843,-0.8036798311238502,-1.0850492189020882
15,1.0121921424582163,0.8735625187775637,0.7312151245089837
16,-0.10561389131303808,0.4544807598654652,0.3098270130692854
17,-0.8034382035443277,-1.2236769042889684,-0.5263370553682262
18,-2.3407064835911564,-2.060933038544071,-2.2045239319267047
19,0.4542078218600647,0.31478419666679075,0.031273082425321494
20,0.1740372276413182,0.1750876334681163,0.16969916025979917
21,-1.9215520684092824,-0.9436814990735314,-1.6454631574109586
22,-0.38410100850368356,-0.5239895306594196,-0.6678180721708367
23,-1.9218887638149025,-2.2022957818473943,-2.4835801390762886
24,0.5935283382288126,0.7331071590433353,1.1495482969805495
25,0.31403113482130646,0.45523955640101926,0.5916870209341919
26,0.7330316344563305,1.0137127737607858,0.5910872716994975
27,-2.2007125764111684,-2.2007781887762863,-1.9242682263077322
28,-2.061545975589271,-1.6419998666655131,-1.6446122699234544
29,0.3138772192744562,0.594020805346674,0.5913384099523075
30,-0.8034382035443277,-1.0835266493057465,-0.9474740285551146
31,-2.061545975589271,-2.4815323905272773,-2.064144940864409
32,0.5933744226819624,1.0137127737607858,0.7314662627617936
33,1.0121921424582163,0.8740162105621113,1.1495482969805495
34,0.7331855500031805,0.4537219633299112,0.7295133495339753
35,-0.6640888228636601,-0.6633809891070874,-0.668166683152721
36,-1.0835799334511544,-1.6424535584500606,-1.7841403734982462
37,1.0126827534106866,1.1535579239930012,1.0100201934057575
38,0.17471061845255864,0.5935671135621265,0.7292622112811653
39,1.1521860496382046,0.8732574140265573,0.8709943663365854
40,0.8728716260894683,1.0137127737607858,0.7303642370214796
41,0.7326949390507103,0.17554132525266378,0.17055004774730345
42,0.8728716260894683,0.59326200881112,0.4513080298718958
43,0.4535344310488243,0.17539273821912288,0.7292622112811653
44,0.31338660832198584,0.7341710603298959,0.17190321174042755
45,-0.2452711030874061,-0.8039849358748568,0.030673333190627157
46,-0.5240949156836718,-0.8039849358748568,-0.9463720028148005
47,-2.3407064835911564,-1.6423049714165197,-2.3443031737543065
48,-2.6202036869986625,-1.921541580096403,-2.3434522862668024
49,0.45405390631321446,0.03524248323590098,0.17080118600011335
50,-0.9442594170824066,-0.2432353289084283,-0.3879109775337485
51,-1.3627404414530402,-1.2238254913225095,-1.2254282099643843
52,-0.9435860262711662,-0.8035312440903094,-0.6656140206902081
53,0.31436783022692666,0.45462934689900614,0.4504571423843915
54,0.5938650336344328,0.45538814343456013,0.3122822028027237
55,0.45322659995512393,0.17463394168356886,0.5899852459591834
56,0.17388331209446797,0.31402540013123675,0.4515591681247057
57,-0.524431611089292,-0.5242946354104261,-0.8081970632331327
58,-0.10592172240673846,0.03600127977145497,0.17215434999323753
59,0.8725349306838482,0.8743213153131179,0.8704920898309658
60,0.4530438200963539,0.45538814343456013,0.8704920898309658
61,-1.3628943569998906,-1.2226130030024078,-1.0859001063895926
62,0.8728716260894683,0.733412263794342,0.7314662627617936
63,0.17354661668884783,0.3155429932023448,0.31253334105553365
64,0.3138772192744562,0.1750876334681163,0.031273082425321494
65,-0.6640888228636601,-1.08322154455474,-1.2260279591990786
66,0.45387112645444455,0.31478419666679075,0.17300523748074176
67,0.8731794571831688,1.014166465545333,1.1495482969805495
68,0.7335222454088007,1.0137127737607858,1.0100201934057575
69,-0.384774399314924,-0.6641397856426414,0.1727540992279318
70,-2.061209280183651,-1.5021547164332978,-2.2039241826920106
71,0.7328777189094803,0.45462934689900614,-0.10775274464385055
72,0.7336761609556509,0.73492985686545,0.7309639862561738
73,-1.9222254592205228,-2.48107869874273,-2.0643960791172185
74,-1.3627404414530402,-0.6618633960359794,-0.24728084821864244
75,0.7331855500031805,0.594779601882228,0.7312151245089837
76,0.7332144143151005,0.45462934689900614,0.31058042782771517
77,-0.9437399418180165,-1.221854206466854,-1.7844889844801306
78,-2.3410431789967765,-1.9207827835608489,-1.5048330280958524
79,-2.4807003907711445,-2.6209238489749453,-2.4827292515887844
80,1.1521860496382046,1.0137127737607858,1.1495482969805495
81,1.0121921424582163,0.8732574140265573,0.7314662627617936
82,0.5935283382288126,0.035093896202360066,-0.3874087010281287
83,0.5933744226819624,0.4549344516500127,0.4498573931496971
84,1.0121921424582163,0.45523955640101926,0.8698923405962714
85,-0.2452711030874061,-0.8042900406258634,-0.8073461757456285
86,-0.943432110724316,-0.5247483271949736,-0.8073461757456285
87,-1.6423915604073964,-1.6419998666655131,-1.7855910102204446
88,0.7332144143151005,0.8732574140265573,1.0091693059182534
89,-0.24560779849302633,-0.8035312440903094,-1.087350743111791
90,0.8730255416363186,0.8738676235285704,0.4513080298718958
91,0.03471671127257037,-0.24429923019498884,-0.38680895179343433
92,0.872198235278228,0.73492985686545,0.8709943663365854
93,0.8725349306838482,1.0137127737607858,0.7314662627617936
94,0.5930377272763422,0.7337173685453485,1.1495482969805495
95,0.17388331209446797,0.4534168585789046,0.03237510816563568
96,-0.2452711030874061,-0.9436814990735314,-0.8068438992400087
97,1.0125288378638364,0.7341710603298959,0.4504571423843915
98,1.1521860496382046,1.0134076690097793,1.1495482969805495
99,0.8730255416363186,0.45614693997011413,0.5913384099523075
100,-0.24493440768178595,0.1750876334681163,0.4507082806372014
101,0.03487062681942054,-0.5238409436258786,0.1699502985126091
102,-2.0610553646368004,-2.0624506316151785,-1.6454631574109586
103,0.73254102350386,0.31478419666679075,0.03237510816563568
104,0.45288990454950373,0.31402540013123675,0.7306153752742894
105,-0.6644255182692803,-0.9436814990735314,-0.9450188388216765
106,1.0125288378638364,1.1535579239930012,0.8696412023434614
107,-0.9444133326292568,-1.3620044614500757,-1.5059350538361667
108,-0.10561389131303808,0.035093896202360066,-0.10935704688978456
109,-1.5019070422749379,-0.8024673428037487,-0.6667160464305223
110,0.1740372276413182,0.7338659555788893,0.5897341077063735
111,0.45402504200129473,0.8740162105621113,0.8687903148559573
112,-0.8040827300436484,-0.6638346808916349,-1.3647051752863661
113,-0.6639349073168099,0.03478879145135353,-0.6675669339180267
114,-0.5249222220417624,-0.9433763943225246,-0.6653628824373983
115,1.0125288378638364,1.0134076690097793,1.0100201934057575
116,-1.0832432380455341,-1.5036723095044058,-1.3666580885141846
117,0.31372330372760604,0.7341710603298959,0.31253334105553365
118,-1.0829354069518338,-0.8027724475547554,-0.5263370553682262
119,-1.3632310524055107,-0.8035312440903094,-1.2234752967365659
120,1.1521860496382046,1.1535579239930012,0.8709943663365854
121,-2.06090144908995,-2.061840422113166,-2.0648983556228386
122,0.5935283382288126,0.4541756551144587,0.3111801770624095
123,0.034197236008180115,-0.24444781722852973,0.45095941889001134
124,0.4537172109075943,1.1535579239930012,0.4498573931496971
125,-2.06123814449557,-2.20153698531184,-2.203073295204506
126,0.17437392304693838,-0.5236844259084129,-0.24728084821864244
127,1.1521860496382046,0.8747750070976653,1.0100201934057575
128,-0.6644255182692803,-0.8038363488413159,-0.9455211153272963
129,0.4535344310488243,0.31478419666679075,0.4507082806372014
130,0.03422610032009998,0.31478419666679075,0.1727540992279318
131,0.034533931413800345,0.31402540013123675,0.5899852459591834
132,0.7333683298619506,0.8735625187775637,1.1495482969805495
133,0.7326949390507103,0.8743213153131179,1.0102713316585674
134,1.0121921424582163,1.014166465545333,0.8707432280837757
135,-0.8037460346380282,-1.2226130030024078,-1.0864998556242866
136,0.4535344310488243,0.31478419666679075,0.03262624641844561
137,0.03471671127257037,0.17448535465002793,0.5888832202188692
138,0.7331855500031805,0.7341710603298959,0.8707432280837757
139,0.4536883465956744,0.8743213153131179,0.3100781513220953
140,0.8731794571831688,1.0134076690097793,0.5902363842119933
141,0.8728716260894683,1.1535579239930012,0.8707432280837757
142,-0.524431611089292,-0.5242946354104261,-0.5280388303432347
143,-1.6422376448605465,-1.362458153234623,-1.0870021321299066
